foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_name,foil_name,old_loss_raw,foil_loss_raw,old_grad_raw,foil_grad_raw,old_loss_ratio,foil_loss_ratio,old_grad_ratio,foil_grad_ratio,loss_accuracy_raw,grad_accuracy_raw,loss_accuracy_ratio,grad_accuracy_ratio
novel,100,1,60,100,AMUSISTA2.jpg,26387690.thl.jpg,1.0598355531692505,1.0293290615081787,0.24887153506278992,0.2550309896469116,0.015566730765263456,0.015857066462647444,0.0035326545593033893,0.0037622297934707455,0.0,1.0,1.0,1.0
novel,100,1,61,100,Acucumber2.jpg,Acookiecutte3.jpg,0.9626277685165405,1.3471124172210693,1.018495924770832,1.241111382842064,0.015981139170258462,0.02121171191508687,0.016233650312182827,0.019300638745037183,1.0,1.0,1.0,1.0
novel,100,1,62,100,26431414.thl.jpg,AONETOAST.jpg,0.9965476989746094,1.094285249710083,0.2647581361234188,0.42450056225061417,0.020123378252960535,0.019880277176466274,0.005585195285453288,0.007566334051648939,1.0,1.0,0.0,1.0
novel,100,1,63,100,Asoapdish3.jpg,AGLASSBA4.jpg,0.9204740524291992,1.2518256902694702,0.2675199657678604,0.9907437935471535,0.01647349025779726,0.01781585042565802,0.004662668804302839,0.014264647040703553,1.0,1.0,1.0,1.0
novel,100,1,64,100,peanutbutter.jpg,Ahandbag50.jpg,1.1711699962615967,1.2932078838348389,0.4902059733867645,0.588995099067688,0.014483531834173195,0.017234037653790266,0.006254830372965365,0.008310165647725675,1.0,1.0,1.0,1.0
novel,100,1,65,100,AINCENSE4.jpg,ASEWINGT4.jpg,0.9051626920700073,1.2149072885513306,0.22412240877747536,0.33004235476255417,0.016961764074702294,0.015352105473189565,0.004010075836291174,0.004203027380154013,1.0,1.0,0.0,1.0
novel,100,1,66,100,Aflatwoodenba.jpg,26437080.thl.jpg,0.9816458225250244,1.031876802444458,0.298160657286644,0.41138458251953125,0.016097539524861842,0.016336326740239555,0.004825750331217176,0.006541213907134994,1.0,1.0,1.0,1.0
novel,100,1,67,100,ALITERBOX.jpg,Abandage3.jpg,1.1142635345458984,0.9050790667533875,0.3260898068547249,0.8139393478631973,0.018260948876790743,0.014451500302697859,0.0052890709222726895,0.012778190757256544,0.0,1.0,0.0,1.0
novel,100,1,68,100,22866972.thl.jpg,AHOSPLIF2.jpg,1.2757022380828857,1.0550861358642578,0.33482903987169266,0.25276463851332664,0.024311752615721036,0.017181995983620555,0.006613631057811512,0.003937108088529473,0.0,0.0,0.0,0.0
novel,100,1,69,100,Ahappbirt.jpg,superman.jpg,0.8728399872779846,1.1525936126708984,0.23838301748037338,0.34732819348573685,0.01479043058524217,0.014814526618992973,0.003988702160093657,0.004360681588364416,1.0,1.0,1.0,1.0
novel,100,1,70,100,Apizzadoughin.jpg,Atoyboxwithb2.jpg,0.9669584035873413,1.2392874956130981,0.2589258998632431,0.3652840256690979,0.01706391515521691,0.013380655896695636,0.004735089035277437,0.003959609184894825,1.0,1.0,0.0,0.0
novel,100,1,71,100,Afish57.jpg,ATEETH7.jpg,1.038262128829956,1.3326442241668701,0.36664827167987823,0.5048438310623169,0.012065526163944778,0.014579246093645021,0.004164822362707577,0.005580011929599874,1.0,1.0,1.0,1.0
novel,100,1,72,100,Brusselssprouts.jpg,ACEDAR.jpg,1.107367992401123,1.2660045623779297,0.42089009284973145,0.9017220735549927,0.016047077951161316,0.018337375144526186,0.005543254775954704,0.012371009702978981,1.0,1.0,1.0,1.0
novel,100,1,73,100,Afrenchsigns2.jpg,keys-a.jpg,1.1010715961456299,1.0262771844863892,0.30602820962667465,0.2717052921652794,0.013515447957093318,0.018045401066582464,0.0037154829943390204,0.004712022567703946,0.0,0.0,1.0,1.0
novel,100,1,74,100,22849260.thl.jpg,Ahousboa2.jpg,1.0723901987075806,1.2366957664489746,0.3235519677400589,0.4585660547018051,0.014836361636268032,0.018286181004964003,0.004465912387528109,0.006751713085892975,1.0,1.0,1.0,1.0
novel,100,1,75,100,Alighter12.jpg,AWALKER11.jpg,1.048109531402588,1.0840351581573486,0.35424619913101196,0.2843569964170456,0.014608140077137144,0.017924385322738764,0.004861459760909156,0.004490383932706406,1.0,0.0,1.0,0.0
novel,100,1,76,100,Atoyslide.jpg,Aantiquemeta2.jpg,1.1540155410766602,1.1296061277389526,0.3162195235490799,0.3416856825351715,0.01647363723355515,0.013567617628662515,0.004354466805790808,0.004097866104263604,0.0,1.0,0.0,0.0
novel,100,1,77,100,Acheque.jpg,ASPARKER2.jpg,0.8571639060974121,1.1482843160629272,0.22049695253372192,0.2949213311076164,0.01663846142074328,0.021173962215294218,0.004308765775571724,0.00548196180756679,1.0,1.0,1.0,1.0
novel,100,1,78,100,AMUSICSTA.jpg,Aeiffeltower2.jpg,0.9868906736373901,0.9343425631523132,0.25318191945552826,0.24260812625288963,0.018035570297808435,0.016155641010594298,0.004482835325068247,0.00402895872642976,0.0,0.0,0.0,0.0
novel,100,1,79,100,Awildberries.jpg,22910996.thl.jpg,0.9950525760650635,1.0248141288757324,0.2909812927246094,0.35754120349884033,0.014505078612015214,0.01595855350317798,0.004207781910141699,0.005600318904612969,1.0,1.0,1.0,1.0
novel,100,1,80,100,APOKCHIP4.jpg,Aleaf74.jpg,0.9167548418045044,1.0521341562271118,0.2703370824456215,0.5802366882562637,0.014067034566362765,0.013784824514861592,0.004047476681775551,0.007573510146754782,1.0,1.0,0.0,1.0
novel,100,1,81,100,ACREAME11.jpg,26428041.thl.jpg,1.4394137859344482,1.1216700077056885,1.2558915615081787,0.8364955931901932,0.01923402148500605,0.020491349509658585,0.017812186933169823,0.01506306446963125,0.0,0.0,1.0,0.0
novel,100,1,82,100,Aruler12.jpg,batslcshi.jpg,0.9950907230377197,1.293534755706787,0.3346208855509758,0.4419547766447067,0.015274727580835479,0.013586235106065749,0.005020083057693606,0.004606008921812446,1.0,1.0,0.0,0.0
novel,100,1,83,100,26433592.thl.jpg,Aflyingeagle9.jpg,0.8689835071563721,1.1871808767318726,0.231392040848732,1.1056286320090294,0.016887453539298863,0.01795243437947142,0.004280520992570908,0.01647828779792544,1.0,1.0,1.0,1.0
novel,100,1,84,100,Acork6.jpg,26464872.thl.jpg,1.1421040296554565,1.1389089822769165,0.32054243981838226,0.9496920928359032,0.018037026478523673,0.014765113574339472,0.005358612137975907,0.01248865277581092,0.0,1.0,0.0,1.0
novel,100,1,85,100,B_brush.jpg,Aboot9.jpg,0.9182302951812744,1.1430389881134033,0.3230057954788208,0.34466657787561417,0.01445285881500937,0.014089912454268765,0.005239356078536901,0.004360938714707692,1.0,1.0,0.0,0.0
novel,100,1,86,100,ABOWARRO8.jpg,Afaucet9.jpg,1.1564080715179443,1.2688755989074707,0.302435465157032,0.4735126793384552,0.01873974174255917,0.016541616698232186,0.004797148115045845,0.0062040234245927025,1.0,1.0,0.0,1.0
novel,100,1,87,100,APALLETT2.jpg,pinballmachine.jpg,1.1909466981887817,1.0862691402435303,0.43911195546388626,0.30856987088918686,0.012988706266163658,0.01481396262603522,0.004709944066621182,0.004148027662181466,0.0,0.0,1.0,0.0
novel,100,1,88,100,ASKIHOLD.jpg,26554952.thl.jpg,0.9941035509109497,0.9713194370269775,0.25792909413576126,0.25596463680267334,0.01530088701165069,0.01789427977119064,0.00394624301645707,0.00452916670374949,0.0,0.0,1.0,1.0
novel,100,1,89,100,ALAB2.jpg,35311992.thl.jpg,0.9360978603363037,1.0677050352096558,0.21065456792712212,0.4196372330188751,0.016763387296120685,0.012745359030650378,0.003697338154796082,0.005080642679417507,1.0,1.0,0.0,1.0
novel,100,1,90,100,34935544.thl.jpg,26423296.thl.jpg,1.0286176204681396,1.0188841819763184,0.34750474244356155,0.3407101631164551,0.01727216697794542,0.01795920833610724,0.005799700003019562,0.006124676376897212,0.0,0.0,1.0,1.0
novel,100,1,91,100,APERSRUG.jpg,driverlicencepitt.jpg,1.0255721807479858,1.150895118713379,0.3015361651778221,0.348498597741127,0.015869459597027173,0.01567373686300429,0.004758572955709926,0.004701925716158242,1.0,1.0,0.0,0.0
novel,100,1,92,100,E_helicopter.jpg,ACHEESEB3.jpg,1.0380414724349976,1.268315076828003,0.255739014595747,1.3887124359607697,0.017831289937593992,0.013239501336142103,0.00434826802622448,0.01501693309051523,1.0,1.0,0.0,1.0
novel,100,1,93,100,carseat.jpg,ASOPRASAX.jpg,1.04462468624115,0.9509334564208984,0.25419332832098007,0.34531690925359726,0.016926577249332806,0.015271049697017033,0.004116313648887894,0.005432739176697814,0.0,1.0,0.0,1.0
novel,100,1,94,100,Asafetyrope.jpg,26688546.thl.jpg,1.1277141571044922,1.175549864768982,0.3734988048672676,0.618051752448082,0.015889150913776476,0.017942297862141892,0.0052525097128483895,0.009626998105621941,1.0,1.0,1.0,1.0
novel,100,1,95,100,AARMHEL12.jpg,Ametalhousin4.jpg,1.1109294891357422,0.9876804351806641,0.3121909648180008,0.4516821652650833,0.01616187990770006,0.01799009439530786,0.0047763467282158694,0.008105673339814838,0.0,1.0,1.0,1.0
novel,100,1,96,100,AFIGHTP16.jpg,Aspraybottle4.jpg,1.137416124343872,1.2190293073654175,0.276737816631794,0.5547332763671875,0.01716784934502694,0.017232997078599918,0.004076123791924392,0.007793745688529199,1.0,1.0,1.0,1.0
novel,100,1,97,100,ACHILDISH.jpg,Asantaclaus2.jpg,1.2213300466537476,1.107629656791687,0.38598134368658066,0.3960195630788803,0.017400561385733815,0.013053375203427621,0.005628458071053478,0.004727469365126175,0.0,1.0,0.0,0.0
novel,100,1,98,100,ASHARK3.jpg,Ashark7.jpg,0.9778796434402466,0.9649691581726074,0.2211633250117302,0.27514859288930893,0.013995851954591278,0.014712277844351238,0.003244207220983723,0.004004197461561053,0.0,1.0,1.0,1.0
novel,100,1,99,100,ignitionkey01.jpg,26375899.thl.jpg,1.050317645072937,1.2533732652664185,0.2434065267443657,0.7804032862186432,0.017522250803855385,0.018259828212363712,0.004014442122247891,0.01161857457697119,1.0,1.0,1.0,1.0
novel,100,1,100,100,AFRYINGP2.jpg,Apeanut3.jpg,0.9767006039619446,0.9797167778015137,0.24060877412557602,0.3497235104441643,0.017003836484769635,0.013876885514362133,0.0042754385543618,0.004786352772182112,1.0,1.0,0.0,1.0
novel,1000,1,1,1000,ACHINCHI4.jpg,Aknife92.jpg,0.445112019777298,0.365100622177124,0.18739374354481697,0.12117007002234459,0.007702550215593627,0.00503685282021084,0.00329414060099533,0.001700429771236932,0.0,0.0,0.0,0.0
novel,1000,1,2,1000,ACHAIR.jpg,Lanyard.jpg,0.6943693161010742,0.36338329315185547,0.30310598760843277,0.1457604430615902,0.009321660274118071,0.006995142327728602,0.003954622302238659,0.002786022120240197,0.0,0.0,0.0,0.0
novel,1000,1,3,1000,Astapler12.jpg,Asandgarden.jpg,0.4579508900642395,0.44536375999450684,0.15465405210852623,0.16804438084363937,0.008030736994116406,0.007064002804648441,0.0026441108501487434,0.0026108577282181787,0.0,1.0,0.0,0.0
novel,1000,1,4,1000,AMETALPER.jpg,APIPEST18.jpg,0.5414324998855591,0.7494146823883057,0.18892204016447067,0.2815036326646805,0.008258792633997024,0.008298435760204228,0.003020470420860716,0.003270516734745788,1.0,1.0,1.0,1.0
novel,1000,1,5,1000,Abowlofpasta.jpg,ADOMINO.jpg,0.5552058219909668,0.4580535888671875,0.21821614354848862,0.1735767237842083,0.005970548715670816,0.007687490291393482,0.0023494916804808062,0.002884175254558375,0.0,0.0,1.0,1.0
novel,1000,1,6,1000,Agardeningrak.jpg,A_computerkey.jpg,0.36975473165512085,0.41438382863998413,0.11597291752696037,0.12661996111273766,0.006651931407290599,0.007392965927804046,0.0021033494868119775,0.0022343623471320472,1.0,1.0,1.0,1.0
novel,1000,1,7,1000,AOVEN.jpg,Asandal7.jpg,0.6648831367492676,0.475747287273407,0.2599312290549278,0.1399107724428177,0.011646190267553161,0.007526876338984245,0.004546803112686689,0.0022734875138542103,0.0,0.0,0.0,0.0
novel,1000,1,8,1000,DSCN3767-sm.jpg,ARCMPPOL2.jpg,0.47440701723098755,0.5135137438774109,0.19502627477049828,0.19593127071857452,0.007164079040002782,0.007152003218810831,0.002934260298498967,0.002757203247131558,1.0,1.0,0.0,0.0
novel,1000,1,9,1000,ATURKEY11.jpg,AANTRAD24.jpg,0.569722056388855,0.5909620523452759,0.206262044608593,0.1573917604982853,0.007647325261925615,0.008531642567820139,0.0028636175854782507,0.0023163575074969557,1.0,0.0,1.0,0.0
novel,1000,1,10,1000,AHOUSBOA3.jpg,Asign7.jpg,0.5619782209396362,0.6322308778762817,0.25422292947769165,0.2882315218448639,0.006943754289520709,0.0073648223259003345,0.003036670141842257,0.0033293184981987006,1.0,1.0,1.0,1.0
novel,1000,1,11,1000,ACARMON.jpg,Abeesonahoney.jpg,0.46426862478256226,0.7546670436859131,0.16355518624186516,0.34185099601745605,0.007431537045993903,0.008618901439720586,0.002644699766723075,0.004020350377985528,1.0,1.0,1.0,1.0
novel,1000,1,12,1000,26376346.thl.jpg,23060574.thl.jpg,0.5974042415618896,0.47596246004104614,0.28361301124095917,0.14691274240612984,0.006912579989637663,0.008095715848384167,0.0033025580277768873,0.002461328827837611,0.0,0.0,1.0,0.0
novel,1000,1,13,1000,Avacuum20.jpg,AMECHHAN4.jpg,0.4083836078643799,0.5151376128196716,0.14130184799432755,0.16755549982190132,0.007844777149363035,0.007209735472792645,0.0026661742024443164,0.0023336495558273678,1.0,1.0,0.0,0.0
novel,1000,1,14,1000,26431734.thl.jpg,AXMASTIN3.jpg,0.7191336154937744,0.5595865249633789,0.26447105407714844,0.19137517362833023,0.010140427060771565,0.007584477027081466,0.0036541461133259424,0.0026254628306981633,0.0,0.0,0.0,0.0
novel,1000,1,15,1000,Adrinkinggl21.jpg,patioheater.jpg,0.6852590441703796,0.7463264465332031,0.2381054013967514,0.2945272997021675,0.011645173409032707,0.012509251901864584,0.0040684075170542055,0.004967434219996764,1.0,1.0,1.0,1.0
novel,1000,1,16,1000,26433347.thl.jpg,ADIAMCRYS.jpg,0.43064215779304504,0.6542913913726807,0.20835713669657707,0.25096406787633896,0.007440212195039219,0.012623730447159776,0.003532090505203895,0.005292488846841317,1.0,1.0,1.0,1.0
novel,1000,1,17,1000,makeupfoundation.jpg,AFOODBLEN.jpg,0.5436438918113708,0.5681723356246948,0.18823688849806786,0.19069099053740501,0.008105938452680978,0.00889632775622701,0.0028442631931830447,0.0029271738667150083,1.0,1.0,1.0,1.0
novel,1000,1,18,1000,asparagus.jpg,Aangel37.jpg,0.4668520987033844,0.5380018353462219,0.13148315995931625,0.16398552805185318,0.007032870998221289,0.007880634839863898,0.0019208973453379524,0.00243135169421372,1.0,1.0,1.0,1.0
novel,1000,1,19,1000,Awoodenegg.jpg,Aantiquecigar.jpg,0.38428959250450134,0.5155081152915955,0.1743067391216755,0.1586189605295658,0.0056241116118971235,0.008025287058022296,0.002595886737658806,0.0025258562397809767,1.0,0.0,1.0,0.0
novel,1000,1,20,1000,ALEMUR3.jpg,Atoy17.jpg,0.46389785408973694,0.47338414192199707,0.1727011725306511,0.1890200898051262,0.0075982310439686495,0.005753523959811995,0.002794395450511485,0.002303487728926927,1.0,1.0,0.0,0.0
novel,1000,1,21,1000,26419670.thl.jpg,26369999.thl.jpg,0.43295514583587646,0.6245380640029907,0.1526792272925377,0.21198704838752747,0.007574699539367254,0.010475070944737184,0.002541049474709533,0.00352242935252369,1.0,1.0,1.0,1.0
novel,1000,1,22,1000,Agreenplastic.jpg,Aflyingeagle9.jpg,0.6910041570663452,0.604103684425354,0.24841371178627014,0.23436423763632774,0.010020570459784127,0.009135197479678133,0.0035285086591725677,0.003492964315056973,0.0,0.0,0.0,0.0
novel,1000,1,23,1000,26455183.thl.jpg,Aextensionco8.jpg,0.5924910306930542,0.7755133509635925,0.2233869433403015,0.3082030415534973,0.010564725620468438,0.009141933225263498,0.003940327302849267,0.0034815383215024637,1.0,1.0,0.0,0.0
novel,1000,1,24,1000,26441176.thl.jpg,D_exercisebike.jpg,0.5812395215034485,0.5434136390686035,0.26692135632038116,0.1667645014822483,0.007036412806454635,0.008885813997092117,0.003206095457070805,0.0026913031172085588,0.0,0.0,1.0,0.0
novel,1000,1,25,1000,ADENTRAY3.jpg,Aropeandclamp.jpg,0.7134273648262024,0.47110509872436523,0.25255236774683,0.15491123870015144,0.012413605763394621,0.006748896845171124,0.004565084386233412,0.0022483837415841943,0.0,0.0,0.0,0.0
novel,1000,1,26,1000,26372404.thl.jpg,8256530.thl.jpg,0.4226800203323364,0.4877510070800781,0.15470057725906372,0.16037122905254364,0.006770303112002744,0.008772959623705839,0.00252451154494058,0.00300180535885367,1.0,1.0,1.0,1.0
novel,1000,1,27,1000,Abeverageingl.jpg,Atray26.jpg,0.6797027587890625,0.5933624505996704,0.2038051038980484,0.2252751737833023,0.007634270048013347,0.009958010617123198,0.0022995422203326518,0.003945865764569713,0.0,1.0,1.0,1.0
novel,1000,1,28,1000,26455774.thl.jpg,gumballmachine.jpg,0.7396305203437805,0.5472857356071472,0.33963678777217865,0.16500289738178253,0.014465864758623864,0.006401565415324914,0.006895126517986692,0.00192319292013973,0.0,0.0,0.0,0.0
novel,1000,1,29,1000,Ajoystick10.jpg,Adicecupandb5.jpg,0.554240345954895,0.7205742597579956,0.20620867609977722,0.2610192075371742,0.007605842894988513,0.009181903733077253,0.0029016604898901696,0.0033973054871030066,1.0,1.0,1.0,1.0
novel,1000,1,30,1000,ACAMPSTO7.jpg,Aglassjarwit2.jpg,0.7708153128623962,0.44422706961631775,0.27860135585069656,0.1446186527609825,0.012868362276909831,0.008517070526908085,0.004928852002511095,0.0026977996684212453,0.0,0.0,0.0,0.0
novel,1000,1,31,1000,8020414.thl.jpg,ABAROMET2.jpg,0.5774288773536682,0.9327392578125,0.17589064314961433,0.5548690408468246,0.01161330075081656,0.009971559814467953,0.0035788146601093075,0.006154374194169479,1.0,1.0,0.0,1.0
novel,1000,1,32,1000,Abells3.jpg,et060.jpg,0.42600786685943604,0.48804813623428345,0.14997073262929916,0.17394550889730453,0.006531965438168957,0.008561443552104852,0.0022269156658942194,0.0029796470365971153,1.0,1.0,1.0,1.0
novel,1000,1,33,1000,AWOODPYRA.jpg,22869912.thl.jpg,0.43858933448791504,0.42401835322380066,0.15224194899201393,0.16312429681420326,0.0059262602917434124,0.008279718194403046,0.001987412298530849,0.003197594511350892,0.0,1.0,1.0,1.0
novel,1000,1,34,1000,Acampingcoffe.jpg,AASCENDER.jpg,0.7314937114715576,0.480678528547287,0.24991118535399437,0.151288740336895,0.010990671607846145,0.006718261769149049,0.0038270133736708653,0.0021531351164122046,0.0,0.0,0.0,0.0
novel,1000,1,35,1000,Acandle109.jpg,ACOMB11.jpg,0.6231326460838318,0.36628979444503784,0.19953317195177078,0.18187826871871948,0.008388748949445673,0.005596730246619779,0.002745748086356542,0.0028442260207892623,0.0,0.0,0.0,1.0
novel,1000,1,36,1000,Aspraybottle4.jpg,tires.jpg,0.651962399482727,0.5314806699752808,0.26337780803442,0.2998460754752159,0.009216567688536247,0.009472447987354193,0.003700336257570773,0.005263836329384249,0.0,1.0,1.0,1.0
novel,1000,1,37,1000,ABONGO3.jpg,22856172.thl.jpg,0.6081334948539734,0.5958994626998901,0.3943423256278038,0.2197636514902115,0.008184784297677501,0.007652823490049493,0.005356246362672583,0.0027988832981010563,0.0,0.0,0.0,0.0
novel,1000,1,38,1000,Awindmill3.jpg,26370659.thm.jpg,0.3519865572452545,0.5738903880119324,0.1123323142528534,0.23621705174446106,0.006841999995444466,0.008035156074874069,0.0021048178165705496,0.0033711177002360452,1.0,1.0,1.0,1.0
novel,1000,1,39,1000,ACUSHIO60.jpg,seasponge.jpg,0.4163837432861328,0.6855874061584473,0.16777105256915092,0.4380117133259773,0.005647188700107273,0.008612190786155395,0.00234402417526375,0.005445020513520323,1.0,1.0,1.0,1.0
novel,1000,1,40,1000,8244991.thl.jpg,AFIREPLAC.jpg,0.5280574560165405,0.487882137298584,0.15321776643395424,0.1701856181025505,0.010079411067195428,0.008300308289286214,0.0029615276391541288,0.002797303488329856,0.0,1.0,0.0,0.0
novel,1000,1,41,1000,Ababtoy13.jpg,ARUSSDO13.jpg,0.4500296711921692,0.5429359078407288,0.15458102524280548,0.20825952664017677,0.005905400037158574,0.006670086702290233,0.002081628283153535,0.00256110635728218,1.0,1.0,1.0,1.0
novel,1000,1,42,1000,26282515.thl.jpg,AARMHEL12.jpg,0.2982161045074463,0.593147873878479,0.09923267923295498,0.2173432670533657,0.0054988632354512285,0.008629156754664434,0.0018458994665035196,0.0033252301298831006,1.0,1.0,1.0,1.0
novel,1000,1,43,1000,ABULDOZER.jpg,Achair611.jpg,0.5751842856407166,0.6800623536109924,0.19143074750900269,0.2089148685336113,0.0072063870236334536,0.007892273186104925,0.002450334875406821,0.0023705959074370613,1.0,1.0,1.0,0.0
novel,1000,1,44,1000,Acomputerbag.jpg,Amouthpiece4.jpg,0.4976460933685303,0.5360280275344849,0.13505789265036583,0.1439027525484562,0.007260013596829574,0.00823292000315087,0.002002818318742279,0.0021993350676407634,1.0,1.0,1.0,1.0
novel,1000,1,45,1000,Ahourglass4.jpg,AFRUIT3.jpg,0.7476232647895813,0.45879897475242615,0.4463265985250473,0.17380894348025322,0.008998260314561626,0.005974779857820943,0.005319069113575017,0.0021836449727108548,0.0,0.0,0.0,0.0
novel,1000,1,46,1000,ABEARIN12.jpg,Acablelatch.jpg,0.7501286268234253,0.4036111831665039,0.29999205470085144,0.13576577231287956,0.013204805093863788,0.007122280674126364,0.005223687501259567,0.002359800056476532,0.0,0.0,0.0,0.0
novel,1000,1,47,1000,23070748.thl.jpg,ACAESALAD.jpg,0.3987099230289459,0.769495964050293,0.20719555765390396,0.3966573402285576,0.006806878427288114,0.009846346352904203,0.003387328213020297,0.00532161595756385,1.0,1.0,1.0,1.0
novel,1000,1,48,1000,Apartyha3.jpg,Atoycoil.jpg,0.5283177495002747,0.8161928653717041,0.17366605252027512,0.2556145042181015,0.0070121000072917265,0.008028477389687224,0.0023228800925226487,0.0025682349825680365,1.0,1.0,1.0,1.0
novel,1000,1,49,1000,26465344.thl.jpg,8079958.thl.jpg,0.47035014629364014,0.5663699507713318,0.2553215026855469,0.17387967184185982,0.008182006616806735,0.008718685876417656,0.004475739078442872,0.0028059278262025085,1.0,0.0,1.0,0.0
novel,1000,1,50,1000,Aswitch17.jpg,ATOASTOV2.jpg,0.6074320077896118,0.6162533760070801,0.20388775318861008,0.20775507763028145,0.0109601829443718,0.009934536357542252,0.0037840952202834845,0.003392399377192909,1.0,1.0,0.0,0.0
novel,1000,1,51,1000,Anailpolish.jpg,AMINCOLLE.jpg,0.4481484293937683,0.4849587380886078,0.15824125334620476,0.23645154759287834,0.007221279068653867,0.006695209347893761,0.002526956999403577,0.003157470604254047,1.0,1.0,0.0,1.0
novel,1000,1,52,1000,ACAT6.jpg,Hammock.jpg,0.8210407495498657,0.37171196937561035,0.4990696310997009,0.11394570395350456,0.010755722163111119,0.006058530638711172,0.0067919978302955,0.0018161007502059243,0.0,0.0,0.0,0.0
novel,1000,1,53,1000,babyswig.jpg,Atoyseasaw.jpg,0.6938918828964233,0.4583738148212433,0.24144088476896286,0.1788359321653843,0.0075712094328636405,0.006233988059549865,0.002585458931827835,0.0024242965912796123,0.0,0.0,0.0,0.0
novel,1000,1,54,1000,APEPPSHA4.jpg,ANAPKHOL7.jpg,0.4602486491203308,0.8237488269805908,0.16235089302062988,0.3412707895040512,0.008057791405364908,0.013073277306193915,0.0028572472578262107,0.005430317513559476,1.0,1.0,1.0,1.0
novel,1000,1,55,1000,AKNIFE13.jpg,Acamcorde.jpg,0.48073527216911316,0.5843905210494995,0.15412989631295204,0.21316111832857132,0.00826757761962943,0.00899591450509807,0.002618641047250016,0.0034004891957892373,1.0,1.0,1.0,1.0
novel,1000,1,56,1000,footballpads.jpg,22857084.thl.jpg,0.418353796005249,0.6991440653800964,0.13724026083946228,0.31534671783447266,0.007041320791836945,0.011038739386408208,0.002251784997025016,0.004801827255622133,1.0,1.0,1.0,1.0
novel,1000,1,57,1000,AABSTRACT.jpg,changepurse03.jpg,0.4715072512626648,0.5897158980369568,0.16370142251253128,0.2690007910132408,0.00703610927311778,0.0076684359234911684,0.002426940361215425,0.0033300102942977416,1.0,1.0,1.0,1.0
novel,1000,1,58,1000,Aroadsignind3.jpg,Aindustrialve.jpg,0.560967206954956,0.5402714014053345,0.22076664492487907,0.1807570606470108,0.009386164700536239,0.009557151928169888,0.0035970074665727728,0.003297405362764647,0.0,0.0,1.0,0.0
novel,1000,1,59,1000,26373195.thl.jpg,donaldduck.jpg,0.608819842338562,0.48522669076919556,0.22855142503976822,0.15651635825634003,0.008830558803058901,0.0063925139615041,0.003298642701810901,0.0020692071850658606,0.0,0.0,0.0,0.0
novel,1000,1,60,1000,Aplantinpot4.jpg,26432173.thl.jpg,0.5532732605934143,0.41410890221595764,0.21356883272528648,0.1531141847372055,0.007393745560718291,0.006928385245894416,0.002824489441349946,0.0025990234233655724,0.0,0.0,0.0,0.0
novel,1000,1,61,1000,8081398.thl.jpg,26432148.thl.jpg,0.5615843534469604,0.6436740159988403,0.2240961194038391,0.23932594805955887,0.009234161381694257,0.008788961477966106,0.0036983152147380413,0.0032642274583486184,1.0,1.0,0.0,0.0
novel,1000,1,62,1000,APAGODAMO.jpg,bountytowel.jpg,0.5389006733894348,0.5339012145996094,0.18138321861624718,0.21578658372163773,0.008089707670396216,0.007237873190946779,0.002778845602295855,0.0029931828348816096,0.0,1.0,0.0,1.0
novel,1000,1,63,1000,AWOODFLUT.jpg,26440756.thl.jpg,0.37144583463668823,0.645584225654602,0.11965572088956833,0.21832436695694923,0.005993965354951841,0.00877493603111375,0.0019221439633515373,0.0030543069693145415,1.0,1.0,1.0,1.0
novel,1000,1,64,1000,gameboy.jpg,ABROOCH41.jpg,0.5660644173622131,0.4004761576652527,0.19590305164456367,0.16047188267111778,0.00651595641543681,0.007132381491693385,0.002314017633027864,0.00284069202097124,0.0,0.0,1.0,1.0
novel,1000,1,65,1000,AKNIFECOL.jpg,ASCSIPORT.jpg,0.621405303478241,0.49708324670791626,0.18924043700098991,0.19884392246603966,0.007682083392629202,0.006443325420216931,0.002414716200014309,0.0026115517383608054,0.0,1.0,0.0,1.0
novel,1000,1,66,1000,Acocktailumb4.jpg,ABROOCH53.jpg,0.4990495443344116,0.4581729471683502,0.1585172489285469,0.16668801009655,0.0059976154808962364,0.00732820514430072,0.0019264454049898448,0.002657304629369187,0.0,1.0,1.0,1.0
novel,1000,1,67,1000,26424087.thl.jpg,marshmallows.jpg,0.7242802977561951,0.4626079201698303,0.2852940857410431,0.15482260286808014,0.009877661081968497,0.009503182287695368,0.003987602715479647,0.00325831347052565,0.0,0.0,0.0,0.0
novel,1000,1,68,1000,Adress6.jpg,ABAPITCHS.jpg,0.5111209154129028,0.43235403299331665,0.17711658403277397,0.12485741451382637,0.007045214337947864,0.005892010865513162,0.0024341431826224134,0.0017334019539185055,0.0,0.0,0.0,0.0
novel,1000,1,69,1000,Ashoeshines15.jpg,Avacuum13.jpg,0.5037593841552734,0.6771942377090454,0.13773217797279358,0.24468397721648216,0.007935416289099178,0.009154015157239083,0.0022330246706525046,0.0033093063406662826,1.0,1.0,1.0,1.0
novel,1000,1,70,1000,APROSTAR2.jpg,Apotboilinge2.jpg,0.5861605405807495,0.5146175622940063,0.16676027700304985,0.19410522654652596,0.00797194883297942,0.008900371847076392,0.0022311399089429106,0.003467410735418728,0.0,1.0,1.0,1.0
