probe_type,foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_key,foil_key,old_familiarity,foil_familiarity,linear_probe_accuracy
loss_probe,novel,100,1,6,100,00136_boar::exemplar_0,00021_anchor::exemplar_0,0.46744634069649854,0.6966729043088978,0.0
loss_probe,novel,100,1,7,100,00130_blouse::exemplar_0,00193_bulletproof_vest::exemplar_0,0.6045499601759806,0.7430703087490815,0.0
loss_probe,novel,100,1,8,100,00003_accordion::exemplar_0,00178_briefcase::exemplar_0,0.5756441871017133,0.6993518315889707,0.0
loss_probe,novel,100,1,9,100,00147_book::exemplar_0,00090_bead::exemplar_0,0.5974625281420384,0.5602274857563821,1.0
loss_probe,novel,100,1,10,100,00116_birdbath::exemplar_0,00189_buffet::exemplar_0,0.6318058565729152,0.6637032812392398,0.0
loss_probe,novel,100,1,11,100,00088_bazooka::exemplar_0,00169_bracket::exemplar_0,0.5689224598070808,0.7263616064914833,0.0
loss_probe,novel,100,1,12,100,00168_bracelet2::exemplar_0,00150_boomerang::exemplar_0,0.6430868733279799,0.6617132292886022,0.0
loss_probe,novel,100,1,13,100,00057_balloon::exemplar_0,00030_apple_tree::exemplar_0,0.6268317322878915,0.6453338378176345,0.0
loss_probe,novel,100,1,14,100,00199_burrito::exemplar_0,00112_bin::exemplar_0,0.6610353041651538,0.6194197190486989,1.0
loss_probe,novel,100,1,15,100,00014_aloe::exemplar_0,00127_blinder::exemplar_0,0.708486565979288,0.684287930318194,1.0
loss_probe,novel,100,1,16,100,00135_boa::exemplar_0,00023_anklet::exemplar_0,0.6846718126477629,0.6468054179060669,1.0
loss_probe,novel,100,1,17,100,00180_brooch::exemplar_0,00139_bobsled::exemplar_0,0.5997615449924758,0.5962326585637341,1.0
loss_probe,novel,100,1,18,100,00110_bib::exemplar_0,00144_bone::exemplar_0,0.7631370782487249,0.5803661042779135,1.0
loss_probe,novel,100,1,19,100,00061_banana_split::exemplar_0,00197_buoy::exemplar_0,0.675425135695263,0.7874142323507196,0.0
loss_probe,novel,100,1,20,100,00131_blower::exemplar_0,00167_bracelet1::exemplar_0,0.6016421123691622,0.7408245443969581,0.0
loss_probe,novel,100,1,21,100,00004_acorn::exemplar_0,00195_bungee::exemplar_0,0.6556437749130034,0.6165624855430268,1.0
loss_probe,novel,100,1,22,100,00026_antenna::exemplar_0,00104_beetle::exemplar_0,0.7115735125010246,0.6577822521573248,1.0
loss_probe,novel,100,1,23,100,00095_bear::exemplar_0,00154_bouquet::exemplar_0,0.521118758542701,0.6383968341606509,0.0
loss_probe,novel,100,1,24,100,00038_artichoke::exemplar_0,00045_baby::exemplar_0,0.7116874471006425,0.52504551137591,1.0
loss_probe,novel,100,1,25,100,00120_bison::exemplar_0,00078_bassinet::exemplar_0,0.5278895745401782,0.7147835521528165,0.0
loss_probe,novel,100,1,26,100,00091_beaker::exemplar_0,00067_barbed_wire::exemplar_0,0.7020328562524965,0.6056187201153789,1.0
loss_probe,novel,100,1,27,100,00035_arm::exemplar_0,00075_baseball_glove::exemplar_0,0.7213553358397369,0.5523681273191968,1.0
loss_probe,novel,100,1,28,100,00089_beachball::exemplar_0,00085_baton2::exemplar_0,0.6538588027240212,0.6252672380591912,1.0
loss_probe,novel,100,1,29,100,00059_bamboo::exemplar_0,00129_block::exemplar_0,0.6841190249139563,0.710889840148131,0.0
loss_probe,novel,100,1,30,100,00171_brake::exemplar_0,00055_baklava::exemplar_0,0.6635040510746913,0.6118461534412754,1.0
loss_probe,novel,100,1,31,100,00073_barrette::exemplar_0,00040_ashtray::exemplar_0,0.669492054104649,0.7343819274559237,0.0
loss_probe,novel,100,1,32,100,00152_bottle::exemplar_0,00054_bagpipe::exemplar_0,0.7170480296405626,0.7072418638166335,1.0
loss_probe,novel,100,1,33,100,00024_ant::exemplar_0,00191_bulldozer::exemplar_0,0.7831230277587887,0.565928998984753,1.0
loss_probe,novel,100,1,34,100,00066_banner::exemplar_0,00160_bowling_ball::exemplar_0,0.6525263669106323,0.5108133527361031,1.0
loss_probe,novel,100,1,35,100,00174_breadstick::exemplar_0,00034_arch::exemplar_0,0.7129113716034728,0.7112083144802284,1.0
loss_probe,novel,100,1,36,100,00033_aquarium::exemplar_0,00159_bowler_hat::exemplar_0,0.6581266482939715,0.7462110871127745,0.0
loss_probe,novel,100,1,37,100,00046_backdrop::exemplar_0,00118_birdhouse::exemplar_0,0.7366085643798302,0.5709061252971022,1.0
loss_probe,novel,100,1,38,100,00153_boulder::exemplar_0,00172_branch::exemplar_0,0.7039261166889842,0.6587432567093688,1.0
loss_probe,novel,100,1,39,100,00027_anvil::exemplar_0,00155_bow1::exemplar_0,0.656634707203513,0.6804156807109073,0.0
loss_probe,novel,100,1,40,100,00015_alpaca::exemplar_0,00146_bonsai::exemplar_0,0.44234763196936694,0.7163973738236105,0.0
loss_probe,novel,100,1,41,100,00140_bolo_tie::exemplar_0,00048_backpack::exemplar_0,0.6595416010625992,0.7203281593990992,0.0
loss_probe,novel,100,1,42,100,00037_arrow::exemplar_0,00164_boxing_gloves::exemplar_0,0.8738230744525927,0.6992044978368243,1.0
loss_probe,novel,100,1,43,100,00157_bow3::exemplar_0,00186_bubble_wrap::exemplar_0,0.6881711084153485,0.6983522288088478,0.0
loss_probe,novel,100,1,44,100,00181_broom::exemplar_0,00076_basket::exemplar_0,0.7617600860892858,0.6243612248325482,1.0
loss_probe,novel,100,1,45,100,00007_air_pump::exemplar_0,00064_banjo::exemplar_0,0.7569535910666472,0.6464643630895873,1.0
loss_probe,novel,100,1,46,100,00119_biscuit::exemplar_0,00117_birdcage::exemplar_0,0.6800764446263304,0.640867973269346,1.0
loss_probe,novel,100,1,47,100,00092_bean::exemplar_0,00200_bus::exemplar_0,0.5093060229618797,0.5153081194812631,0.0
loss_probe,novel,100,1,48,100,00098_bedpan::exemplar_0,00083_bathtub::exemplar_0,0.7569625268343694,0.7329566130199273,1.0
loss_probe,novel,100,1,49,100,00148_bookmark::exemplar_0,00184_brussels_sprouts::exemplar_0,0.6173549966856511,0.6466644290449449,0.0
loss_probe,novel,100,1,50,100,00192_bulletin_board::exemplar_0,00173_brass_knuckles::exemplar_0,0.6319403250823122,0.6211062517504262,1.0
loss_probe,novel,100,1,51,100,00128_blindfold::exemplar_0,00049_bacon::exemplar_0,0.7681842970539579,0.6637068270186125,1.0
loss_probe,novel,100,1,52,100,00151_boot::exemplar_0,00102_beer::exemplar_0,0.7214496253740998,0.6634448253055824,1.0
loss_probe,novel,100,1,53,100,00132_blowfish::exemplar_0,00010_airplane::exemplar_0,0.6041744561409687,0.7208480663263267,0.0
loss_probe,novel,100,1,54,100,00106_bell_pepper::exemplar_0,00079_bat1::exemplar_0,0.6380922166174179,0.6773195084911026,0.0
loss_probe,novel,100,1,55,100,00018_amber::exemplar_0,00070_bark::exemplar_0,0.6356653714619445,0.643435477697921,0.0
loss_probe,novel,100,1,56,100,00114_binoculars::exemplar_0,00080_bat2::exemplar_0,0.6116518917053757,0.7002999679421664,0.0
loss_probe,novel,100,1,57,100,00185_bubble::exemplar_0,00188_buckle::exemplar_0,0.6477848239033742,0.7575977918429381,0.0
loss_probe,novel,100,1,58,100,00072_barrel::exemplar_0,00044_axe::exemplar_0,0.6415791694143069,0.7093497878098112,0.0
loss_probe,novel,100,1,59,100,00087_battery::exemplar_0,00074_baseball::exemplar_0,0.7307010912632886,0.6649985924919121,1.0
loss_probe,novel,100,1,60,100,00163_boxer_shorts::exemplar_0,00029_apple::exemplar_0,0.6815979043675271,0.7210894470969852,0.0
loss_probe,novel,100,1,61,100,00032_apron::exemplar_0,00145_bongo::exemplar_0,0.6674080014070686,0.5706539413425512,1.0
loss_probe,novel,100,1,62,100,00053_bagel::exemplar_0,00043_awning::exemplar_0,0.6063853084490467,0.636242133764327,0.0
loss_probe,novel,100,1,63,100,00084_baton1::exemplar_0,00094_beanie::exemplar_0,0.7369017385231367,0.6305305285296657,1.0
loss_probe,novel,100,1,64,100,00097_bed::exemplar_0,00065_bank::exemplar_0,0.7322737629766007,0.6264625088908604,1.0
loss_probe,novel,100,1,65,100,00020_amplifier::exemplar_0,00166_bra::exemplar_0,0.5676220450883674,0.6539085256372735,0.0
loss_probe,novel,100,1,66,100,00123_blazer::exemplar_0,00126_blind::exemplar_0,0.6581605563845091,0.6733593998326997,0.0
loss_probe,novel,100,1,67,100,00107_belt::exemplar_0,00101_beehive::exemplar_0,0.672246093732099,0.6190039017373,1.0
loss_probe,novel,100,1,68,100,00077_basketball_hoop::exemplar_0,00031_applesauce::exemplar_0,0.6749885742368172,0.7316634459007927,0.0
loss_probe,novel,100,1,69,100,00187_bucket::exemplar_0,00047_backgammon::exemplar_0,0.7115680570526481,0.6510617455749029,1.0
loss_probe,novel,100,1,70,100,00115_bird::exemplar_0,00016_altar::exemplar_0,0.6504795187203319,0.5974676570781706,1.0
loss_probe,novel,100,1,71,100,00100_bee::exemplar_0,00103_beet::exemplar_0,0.6539559817966406,0.716809578675832,0.0
loss_probe,novel,100,1,72,100,00149_bookshelf::exemplar_0,00036_armor::exemplar_0,0.6949864742518898,0.7084431055006101,0.0
loss_probe,novel,100,1,73,100,00124_blender::exemplar_0,00111_bikini::exemplar_0,0.7440044899518887,0.6305719223291187,1.0
loss_probe,novel,100,1,74,100,00170_braid::exemplar_0,00052_bag::exemplar_0,0.6609950754466511,0.7282989534169579,0.0
loss_probe,novel,100,1,75,100,00158_bowl::exemplar_0,00176_breathalyzer::exemplar_0,0.7615601510688669,0.6539538502712683,1.0
loss_probe,novel,100,1,76,100,00096_beard::exemplar_0,00086_baton3::exemplar_0,0.6695015585933114,0.5800813329587411,1.0
loss_probe,novel,100,1,77,100,00008_airbag::exemplar_0,00122_blanket::exemplar_0,0.6846571488582408,0.6952057958965202,0.0
loss_probe,novel,100,1,78,100,00011_album::exemplar_0,00183_brush::exemplar_0,0.7187261798027031,0.6568816788249714,1.0
loss_probe,novel,100,1,79,100,00165_boy::exemplar_0,00105_bell::exemplar_0,0.5148030414837751,0.7099361310871283,0.0
loss_probe,novel,100,1,80,100,00028_appetizer::exemplar_0,00141_bologna::exemplar_0,0.658917197252301,0.6730737571736234,0.0
loss_probe,novel,100,1,81,100,00001_aardvark::exemplar_0,00194_bumper::exemplar_0,0.5776082162652273,0.644839202949481,0.0
loss_probe,novel,100,1,82,100,00019_ambulance::exemplar_0,00179_broccoli::exemplar_0,0.5782758166765711,0.6776471595024589,0.0
loss_probe,novel,100,1,83,100,00069_barcode::exemplar_0,00058_ballot_box::exemplar_0,0.7478509525155439,0.7150318898097863,1.0
loss_probe,novel,100,1,84,100,00042_avocado::exemplar_0,00005_air_conditioner::exemplar_0,0.6476604092442403,0.5884684724761294,1.0
loss_probe,novel,100,1,85,100,00039_arugula::exemplar_0,00062_bandage::exemplar_0,0.698894776380652,0.7398560301210796,0.0
loss_probe,novel,100,1,86,100,00108_belt_buckle::exemplar_0,00190_bull::exemplar_0,0.6945233457539169,0.6328734626876281,1.0
loss_probe,novel,100,1,87,100,00068_barbell::exemplar_0,00093_beanbag::exemplar_0,0.628403187935307,0.7514022740965097,0.0
loss_probe,novel,100,1,88,100,00162_box::exemplar_0,00198_burner::exemplar_0,0.6349199222323323,0.6590067424870852,0.0
loss_probe,novel,100,1,89,100,00056_ball::exemplar_0,00022_ankle::exemplar_0,0.6039161734864007,0.7114847374630983,0.0
loss_probe,novel,100,1,90,100,00143_bomb::exemplar_0,00142_bolt::exemplar_0,0.685633845253799,0.7074991374276722,0.0
loss_probe,novel,100,1,91,100,00177_brick::exemplar_0,00013_almond::exemplar_0,0.7264979077215882,0.6741027979912431,1.0
loss_probe,novel,100,1,92,100,00002_abacus::exemplar_0,00082_bathrobe::exemplar_0,0.6747956437323103,0.7175440726550883,0.0
loss_probe,novel,100,1,93,100,00113_binder::exemplar_0,00182_brownie::exemplar_0,0.7587133851061648,0.5650847046594225,1.0
loss_probe,novel,100,1,94,100,00196_bunkbed::exemplar_0,00175_breakfast::exemplar_0,0.6439726952736968,0.6310954899317632,1.0
loss_probe,novel,100,1,95,100,00012_alligator::exemplar_0,00060_banana_peel::exemplar_0,0.6079323801363176,0.7375687629641972,0.0
loss_probe,novel,100,1,96,100,00125_blimp::exemplar_0,00133_blowgun::exemplar_0,0.7442435454850423,0.6323548204979247,1.0
loss_probe,novel,100,1,97,100,00161_bowtie::exemplar_0,00099_bedpost::exemplar_0,0.6754740373440355,0.7066065332209506,0.0
loss_probe,novel,100,1,98,100,00138_board_game::exemplar_0,00109_berry::exemplar_0,0.6786662700591773,0.6086922133390356,1.0
loss_probe,novel,100,1,99,100,00017_aluminum_foil::exemplar_0,00051_badger::exemplar_0,0.7475698784186505,0.588257729967107,1.0
loss_probe,novel,100,1,100,100,00009_airboat::exemplar_0,00137_board::exemplar_0,0.716166734238238,0.8122337480473643,0.0
loss_probe,exemplar,1,1,1,1,00038_artichoke::exemplar_0,00038_artichoke::exemplar_1,0.9151883602992816,0.4126198695713068,1.0
loss_probe,exemplar,1,2,1,1,00190_bull::exemplar_0,00190_bull::exemplar_1,0.5388305068513617,0.19605047510232834,1.0
loss_probe,exemplar,1,3,1,1,00041_asparagus::exemplar_0,00041_asparagus::exemplar_1,0.9246349435591157,0.5103709692077483,1.0
loss_probe,exemplar,1,4,1,1,00145_bongo::exemplar_0,00145_bongo::exemplar_1,0.7721855646108439,0.4458330948401495,1.0
loss_probe,exemplar,1,5,1,1,00044_axe::exemplar_0,00044_axe::exemplar_1,0.1967180250252141,0.49834709836925445,0.0
loss_probe,exemplar,1,6,1,1,00162_box::exemplar_0,00162_box::exemplar_1,0.48894307252880415,0.34104388949114994,1.0
loss_probe,exemplar,1,7,1,1,00110_bib::exemplar_0,00110_bib::exemplar_1,0.540890985701603,0.42822738051307296,1.0
loss_probe,exemplar,1,8,1,1,00015_alpaca::exemplar_0,00015_alpaca::exemplar_1,0.5869002605132743,0.246338179567217,1.0
loss_probe,exemplar,1,9,1,1,00154_bouquet::exemplar_0,00154_bouquet::exemplar_1,0.7625360066021772,0.33357181476026665,1.0
loss_probe,exemplar,1,10,1,1,00111_bikini::exemplar_0,00111_bikini::exemplar_1,0.7641701233449996,0.6317576018516967,1.0
loss_probe,exemplar,1,11,1,1,00198_burner::exemplar_0,00198_burner::exemplar_1,0.3701894035934597,0.7585226002436803,0.0
loss_probe,exemplar,1,12,1,1,00032_apron::exemplar_0,00032_apron::exemplar_1,0.2237859513442263,0.3236102759279918,0.0
loss_probe,exemplar,1,13,1,1,00126_blind::exemplar_0,00126_blind::exemplar_1,0.833505130929436,0.025004889298590693,1.0
loss_probe,exemplar,1,14,1,1,00106_bell_pepper::exemplar_0,00106_bell_pepper::exemplar_1,0.9736398600844043,0.23931330166461334,1.0
loss_probe,exemplar,1,15,1,1,00142_bolt::exemplar_0,00142_bolt::exemplar_1,0.5464389762508468,0.8019986848636956,0.0
loss_probe,exemplar,1,16,1,1,00054_bagpipe::exemplar_0,00054_bagpipe::exemplar_1,0.8440570337249523,0.7464656185155537,1.0
loss_probe,exemplar,1,17,1,1,00040_ashtray::exemplar_0,00040_ashtray::exemplar_1,0.528178266080131,0.2815524197908491,1.0
loss_probe,exemplar,1,18,1,1,00159_bowler_hat::exemplar_0,00159_bowler_hat::exemplar_1,0.13480468665599962,0.10814388083243626,1.0
loss_probe,exemplar,1,19,1,1,00097_bed::exemplar_0,00097_bed::exemplar_1,0.3436839564582111,0.16518108901528925,1.0
loss_probe,exemplar,1,20,1,1,00006_air_mattress::exemplar_0,00006_air_mattress::exemplar_1,0.3757022765062692,0.43072468634808314,0.0
loss_probe,exemplar,1,21,1,1,00102_beer::exemplar_0,00102_beer::exemplar_1,0.8500306773039635,0.7717889812490553,1.0
loss_probe,exemplar,1,22,1,1,00101_beehive::exemplar_0,00101_beehive::exemplar_1,0.8314438125699484,0.44159935039774073,1.0
loss_probe,exemplar,1,23,1,1,00088_bazooka::exemplar_0,00088_bazooka::exemplar_1,0.19393383400742548,0.04291352765411377,1.0
loss_probe,exemplar,1,24,1,1,00110_bib::exemplar_0,00110_bib::exemplar_1,0.540890985701603,0.42822738051307296,1.0
loss_probe,exemplar,1,25,1,1,00103_beet::exemplar_0,00103_beet::exemplar_1,0.7400164293080721,0.7885696667058223,0.0
loss_probe,exemplar,1,26,1,1,00074_baseball::exemplar_0,00074_baseball::exemplar_1,0.7780727253812887,0.8907264092828707,0.0
loss_probe,exemplar,1,27,1,1,00021_anchor::exemplar_0,00021_anchor::exemplar_1,0.43893339710294754,0.1386682421018437,1.0
loss_probe,exemplar,1,28,1,1,00143_bomb::exemplar_0,00143_bomb::exemplar_1,0.24086122256847584,0.27391011452562586,0.0
loss_probe,exemplar,1,29,1,1,00063_bandanna::exemplar_0,00063_bandanna::exemplar_1,0.6194833597932707,0.5203880646602324,1.0
loss_probe,exemplar,1,30,1,1,00103_beet::exemplar_0,00103_beet::exemplar_1,0.7400164293080721,0.7885696667058223,0.0
loss_probe,exemplar,1,31,1,1,00044_axe::exemplar_0,00044_axe::exemplar_1,0.1967180250252141,0.49834709836925445,0.0
loss_probe,exemplar,1,32,1,1,00153_boulder::exemplar_0,00153_boulder::exemplar_1,0.8972789596543879,0.19669509644610217,1.0
loss_probe,exemplar,1,33,1,1,00193_bulletproof_vest::exemplar_0,00193_bulletproof_vest::exemplar_1,0.29407941526869763,0.1506084538219912,1.0
loss_probe,exemplar,1,34,1,1,00143_bomb::exemplar_0,00143_bomb::exemplar_1,0.24086122256847584,0.27391011452562586,0.0
loss_probe,exemplar,1,35,1,1,00013_almond::exemplar_0,00013_almond::exemplar_1,0.9732445503021446,0.818787521521932,1.0
loss_probe,exemplar,1,36,1,1,00119_biscuit::exemplar_0,00119_biscuit::exemplar_1,0.28819982521270465,0.30924872040783247,0.0
loss_probe,exemplar,1,37,1,1,00113_binder::exemplar_0,00113_binder::exemplar_1,0.1778510533475742,0.09136581714010332,1.0
loss_probe,exemplar,1,38,1,1,00027_anvil::exemplar_0,00027_anvil::exemplar_1,0.20295677359824207,0.1483109762913355,1.0
loss_probe,exemplar,1,39,1,1,00138_board_game::exemplar_0,00138_board_game::exemplar_1,0.9659569671652067,0.9493741469927183,1.0
loss_probe,exemplar,1,40,1,1,00193_bulletproof_vest::exemplar_0,00193_bulletproof_vest::exemplar_1,0.29407941526869763,0.1506084538219912,1.0
loss_probe,exemplar,1,41,1,1,00132_blowfish::exemplar_0,00132_blowfish::exemplar_1,0.8194985150305366,0.18806485068102397,1.0
loss_probe,exemplar,1,42,1,1,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.8392714209927413,0.41760944664995236,1.0
loss_probe,exemplar,1,43,1,1,00116_birdbath::exemplar_0,00116_birdbath::exemplar_1,0.3007874802269291,0.8301498900218146,0.0
loss_probe,exemplar,1,44,1,1,00191_bulldozer::exemplar_0,00191_bulldozer::exemplar_1,0.9629623714628565,0.21017804797714892,1.0
loss_probe,exemplar,1,45,1,1,00037_arrow::exemplar_0,00037_arrow::exemplar_1,0.8783264477100731,0.7398246565609103,1.0
loss_probe,exemplar,1,46,1,1,00200_bus::exemplar_0,00200_bus::exemplar_1,0.5835021958408919,0.3975400878424819,1.0
loss_probe,exemplar,1,47,1,1,00143_bomb::exemplar_0,00143_bomb::exemplar_1,0.24086122256847584,0.27391011452562586,0.0
loss_probe,exemplar,1,48,1,1,00012_alligator::exemplar_0,00012_alligator::exemplar_1,0.6487741597348904,0.18716849990985887,1.0
loss_probe,exemplar,1,49,1,1,00143_bomb::exemplar_0,00143_bomb::exemplar_1,0.24086122256847584,0.27391011452562586,0.0
loss_probe,exemplar,1,50,1,1,00186_bubble_wrap::exemplar_0,00186_bubble_wrap::exemplar_1,0.8868465089299512,0.01860951245107602,1.0
loss_probe,exemplar,1,51,1,1,00049_bacon::exemplar_0,00049_bacon::exemplar_1,0.7746237563597008,0.8488640143562064,0.0
loss_probe,exemplar,1,52,1,1,00007_air_pump::exemplar_0,00007_air_pump::exemplar_1,0.4248979347749749,0.1760019353507912,1.0
loss_probe,exemplar,1,53,1,1,00062_bandage::exemplar_0,00062_bandage::exemplar_1,0.5263930460605838,0.5566030939513794,0.0
loss_probe,exemplar,1,54,1,1,00112_bin::exemplar_0,00112_bin::exemplar_1,0.9338597821282187,0.26080832026869094,1.0
loss_probe,exemplar,1,55,1,1,00012_alligator::exemplar_0,00012_alligator::exemplar_1,0.6487741597348904,0.18716849990985887,1.0
loss_probe,exemplar,1,56,1,1,00128_blindfold::exemplar_0,00128_blindfold::exemplar_1,0.18705207726381112,0.3296649457567647,0.0
loss_probe,exemplar,1,57,1,1,00070_bark::exemplar_0,00070_bark::exemplar_1,0.812282147750991,0.2586010575170762,1.0
loss_probe,exemplar,1,58,1,1,00109_berry::exemplar_0,00109_berry::exemplar_1,0.7128310770192949,0.9418857948578774,0.0
loss_probe,exemplar,1,59,1,1,00011_album::exemplar_0,00011_album::exemplar_1,0.3644736943579692,0.32152140118848527,1.0
loss_probe,exemplar,1,60,1,1,00199_burrito::exemplar_0,00199_burrito::exemplar_1,0.3011651916530752,0.13572239147497792,1.0
loss_probe,exemplar,1,61,1,1,00090_bead::exemplar_0,00090_bead::exemplar_1,0.5444890950893363,0.8995519726039086,0.0
loss_probe,exemplar,1,62,1,1,00049_bacon::exemplar_0,00049_bacon::exemplar_1,0.7746237563597008,0.8488640143562064,0.0
loss_probe,exemplar,1,63,1,1,00190_bull::exemplar_0,00190_bull::exemplar_1,0.5388305068513617,0.19605047510232834,1.0
loss_probe,exemplar,1,64,1,1,00118_birdhouse::exemplar_0,00118_birdhouse::exemplar_1,0.8553059948074623,0.304489903917339,1.0
loss_probe,exemplar,1,65,1,1,00103_beet::exemplar_0,00103_beet::exemplar_1,0.7400164293080721,0.7885696667058223,0.0
loss_probe,exemplar,1,66,1,1,00158_bowl::exemplar_0,00158_bowl::exemplar_1,0.6049691375533134,0.4169741925677999,1.0
loss_probe,exemplar,1,67,1,1,00041_asparagus::exemplar_0,00041_asparagus::exemplar_1,0.9246349435591157,0.5103709692077483,1.0
loss_probe,exemplar,1,68,1,1,00113_binder::exemplar_0,00113_binder::exemplar_1,0.1778510533475742,0.09136581714010332,1.0
loss_probe,exemplar,1,69,1,1,00198_burner::exemplar_0,00198_burner::exemplar_1,0.3701894035934597,0.7585226002436803,0.0
loss_probe,exemplar,1,70,1,1,00053_bagel::exemplar_0,00053_bagel::exemplar_1,0.898841753447923,0.5934952334412232,1.0
loss_probe,exemplar,1,71,1,1,00111_bikini::exemplar_0,00111_bikini::exemplar_1,0.7641701233449996,0.6317576018516967,1.0
loss_probe,exemplar,1,72,1,1,00194_bumper::exemplar_0,00194_bumper::exemplar_1,0.4106562164721622,0.8952369529123883,0.0
loss_probe,exemplar,1,73,1,1,00146_bonsai::exemplar_0,00146_bonsai::exemplar_1,0.5741267336845972,0.6424430251828636,0.0
loss_probe,exemplar,1,74,1,1,00101_beehive::exemplar_0,00101_beehive::exemplar_1,0.8314438125699484,0.44159935039774073,1.0
loss_probe,exemplar,1,75,1,1,00015_alpaca::exemplar_0,00015_alpaca::exemplar_1,0.5869002605132743,0.246338179567217,1.0
loss_probe,exemplar,1,76,1,1,00101_beehive::exemplar_0,00101_beehive::exemplar_1,0.8314438125699484,0.44159935039774073,1.0
loss_probe,exemplar,1,77,1,1,00104_beetle::exemplar_0,00104_beetle::exemplar_1,0.47388618009738664,0.14610657748312703,1.0
loss_probe,exemplar,1,78,1,1,00057_balloon::exemplar_0,00057_balloon::exemplar_1,0.8301482212057082,0.47653294829305337,1.0
loss_probe,exemplar,1,79,1,1,00170_braid::exemplar_0,00170_braid::exemplar_1,0.44218807331008203,0.27095474194422003,1.0
loss_probe,exemplar,1,80,1,1,00189_buffet::exemplar_0,00189_buffet::exemplar_1,0.7197603737216521,0.8886642694993039,0.0
loss_probe,exemplar,1,81,1,1,00049_bacon::exemplar_0,00049_bacon::exemplar_1,0.7746237563597008,0.8488640143562064,0.0
loss_probe,exemplar,1,82,1,1,00145_bongo::exemplar_0,00145_bongo::exemplar_1,0.7721855646108439,0.4458330948401495,1.0
loss_probe,exemplar,1,83,1,1,00109_berry::exemplar_0,00109_berry::exemplar_1,0.7128310770192949,0.9418857948578774,0.0
loss_probe,exemplar,1,84,1,1,00053_bagel::exemplar_0,00053_bagel::exemplar_1,0.898841753447923,0.5934952334412232,1.0
loss_probe,exemplar,1,85,1,1,00010_airplane::exemplar_0,00010_airplane::exemplar_1,0.6968905758140199,0.863120472286827,0.0
loss_probe,exemplar,1,86,1,1,00010_airplane::exemplar_0,00010_airplane::exemplar_1,0.6968905758140199,0.863120472286827,0.0
loss_probe,exemplar,1,87,1,1,00179_broccoli::exemplar_0,00179_broccoli::exemplar_1,0.7814098738561024,0.620333149787415,1.0
loss_probe,exemplar,1,88,1,1,00005_air_conditioner::exemplar_0,00005_air_conditioner::exemplar_1,0.5613161740213253,0.32190375932715853,1.0
loss_probe,exemplar,1,89,1,1,00115_bird::exemplar_0,00115_bird::exemplar_1,0.8590714066214615,0.9998326993717299,0.0
loss_probe,exemplar,1,90,1,1,00135_boa::exemplar_0,00135_boa::exemplar_1,0.6881731197925781,0.44448857240634193,1.0
loss_probe,exemplar,1,91,1,1,00186_bubble_wrap::exemplar_0,00186_bubble_wrap::exemplar_1,0.8868465089299512,0.01860951245107602,1.0
loss_probe,exemplar,1,92,1,1,00176_breathalyzer::exemplar_0,00176_breathalyzer::exemplar_1,0.8625334530984086,0.7598060164573536,1.0
loss_probe,exemplar,1,93,1,1,00157_bow3::exemplar_0,00157_bow3::exemplar_1,0.8715262414988638,0.8609949719548692,1.0
loss_probe,exemplar,1,94,1,1,00101_beehive::exemplar_0,00101_beehive::exemplar_1,0.8314438125699484,0.44159935039774073,1.0
loss_probe,exemplar,1,95,1,1,00103_beet::exemplar_0,00103_beet::exemplar_1,0.7400164293080721,0.7885696667058223,0.0
loss_probe,exemplar,1,96,1,1,00130_blouse::exemplar_0,00130_blouse::exemplar_1,0.26443101538830205,0.4194756220609874,0.0
loss_probe,exemplar,1,97,1,1,00034_arch::exemplar_0,00034_arch::exemplar_1,0.41834034006280185,0.4107433856113746,1.0
loss_probe,exemplar,1,98,1,1,00117_birdcage::exemplar_0,00117_birdcage::exemplar_1,0.4335264815531843,0.3526550271491995,1.0
loss_probe,exemplar,1,99,1,1,00023_anklet::exemplar_0,00023_anklet::exemplar_1,0.5868655423447415,0.6106377118163763,0.0
loss_probe,exemplar,1,100,1,1,00127_blinder::exemplar_0,00127_blinder::exemplar_1,0.8523213134535526,0.21339191950716951,1.0
loss_probe,exemplar,10,1,1,10,00126_blind::exemplar_0,00126_blind::exemplar_1,0.5353960492354249,0.3000136967400642,1.0
loss_probe,exemplar,10,1,2,10,00151_boot::exemplar_0,00151_boot::exemplar_1,0.4101463957530041,0.35441284313127197,1.0
loss_probe,exemplar,10,1,3,10,00161_bowtie::exemplar_0,00161_bowtie::exemplar_1,0.5215812395038051,0.43968840947591814,1.0
loss_probe,exemplar,10,1,4,10,00115_bird::exemplar_0,00115_bird::exemplar_1,0.47025237636773926,0.8261901239248953,0.0
loss_probe,exemplar,10,1,5,10,00021_anchor::exemplar_0,00021_anchor::exemplar_1,0.41398460698541584,0.49918208007307074,0.0
loss_probe,exemplar,10,1,6,10,00137_board::exemplar_0,00137_board::exemplar_1,0.6543911049070424,0.5223015684035339,1.0
loss_probe,exemplar,10,1,7,10,00132_blowfish::exemplar_0,00132_blowfish::exemplar_1,0.4105576859056262,0.2874115029005216,1.0
loss_probe,exemplar,10,1,8,10,00177_brick::exemplar_0,00177_brick::exemplar_1,0.699400527109906,0.551215540432427,1.0
